Den,Počet
1,4
2,4
3,8
4,30
5,9
6,14
7,3
8,0
9,3
10,3
11,17
12,8
13,20
14,13
15,19
16,4
17,10
18,14
19,10
20,20
21,9
22,9
23,5
24,6
25,19
26,9
27,9
28,16
29,12
30,2
31,9
