Den,Počet
1,11
2,23
3,57
4,26
5,37
6,29
7,28
8,12
9,24
10,32
11,27
12,50
13,32
14,35
15,18
16,16
17,40
18,31
19,40
20,23
21,27
22,9
23,22
24,40
25,22
26,34
27,34
28,33
29,23
30,26
31,47
