Den,Počet
1,75
2,73
3,38
4,64
5,34
6,38
7,33
8,41
9,98
10,201
11,126
12,90
13,45
14,17
15,137
16,78
17,27
18,66
19,100
20,117
21,33
22,25
23,84
24,49
25,86
26,99
27,102
28,86
29,39
30,130
31,34
