Den,Počet
1,15
2,21
3,41
4,13
5,10
6,6
7,9
8,11
9,13
10,16
11,14
12,14
13,6
14,14
15,15
16,11
17,13
18,6
19,12
20,3
21,11
22,13
23,8
24,13
25,15
26,14
27,9
28,9
29,17
30,13
31,20
