Den,Počet
1,27
2,23
3,31
4,14
5,17
6,33
7,29
8,33
9,40
10,47
11,10
12,17
13,31
14,28
15,37
16,29
17,43
18,10
19,10
20,23
21,29
22,61
23,28
24,33
25,19
26,25
27,54
28,24
29,39
30,24
31,30
