Den,Počet
1,13
2,20
3,130
4,24
5,230
6,64
7,151
8,77
9,73
10,66
11,47
12,135
13,130
14,121
15,35
16,31
17,93
18,83
19,103
20,25
21,80
22,160
23,55
24,73
25,112
26,99
27,27
28,78
29,11
30,78
