Den,Počet
1,14
2,12
3,14
4,9
5,10
6,8
7,13
8,18
9,8
10,6
11,11
12,9
13,5
14,10
15,14
16,11
17,13
18,12
19,11
20,4
21,11
22,15
23,13
24,26
25,12
26,11
27,7
28,11
29,15
30,7
31,22
