Den,Počet
1,85
2,98
3,280
4,57
5,97
6,17
7,48
8,67
9,120
10,128
11,63
12,196
13,23
14,96
15,160
16,83
17,153
18,116
19,92
20,30
21,58
22,80
23,51
24,112
25,162
26,77
27,46
28,58
29,269
30,89
31,174
