Den,Počet
1,56
2,45
3,100
4,98
5,219
6,92
7,52
8,32
9,103
10,32
11,134
12,33
13,78
14,19
15,29
16,89
17,48
18,79
19,45
20,86
21,12
22,65
23,72
24,95
25,81
26,33
27,109
28,49
29,21
30,30
