Den,Počet
1,11
2,3
3,8
4,21
5,13
6,17
7,6
8,14
9,9
10,6
11,11
12,8
13,9
14,4
15,14
16,2
17,11
18,14
19,16
20,13
21,8
22,16
23,5
24,11
25,15
26,11
27,8
28,16
29,14
30,5
