Den,Počet
1,3
2,5
3,17
4,9
5,6
6,4
7,9
8,5
9,8
10,19
11,6
12,16
13,3
14,15
15,3
16,9
17,15
18,7
19,7
20,3
21,5
22,5
23,1
24,0
25,4
26,6
27,3
28,5
29,2
30,4
31,6
