Den,Počet
1,54
2,33
3,71
4,71
5,31
6,69
7,99
8,95
9,138
10,81
11,12
12,43
13,72
14,78
15,64
16,72
17,131
18,27
19,6
20,116
21,48
22,90
23,217
24,76
25,89
26,70
27,166
28,91
29,76
30,94
31,84
