Den,Počet
1,23
2,44
3,12
4,29
5,47
6,36
7,38
8,22
9,49
10,14
11,19
12,30
13,22
14,31
15,26
16,39
17,18
18,14
19,31
20,37
21,45
22,22
23,29
24,17
25,33
26,37
27,38
28,38
