Den,Počet
1,14
2,11
3,11
4,8
5,4
6,8
7,18
8,14
9,16
10,7
11,11
12,1
13,0
14,19
15,15
16,18
17,13
18,14
19,3
20,5
21,18
22,14
23,18
24,10
25,8
26,10
27,5
28,14
29,10
30,12
