Den,Počet
1,14
2,9
3,13
4,14
5,6
6,3
7,6
8,17
9,8
10,14
11,4
12,10
13,6
14,1
15,15
16,5
17,12
18,11
19,12
20,9
21,6
22,8
23,10
24,10
25,11
26,12
27,10
28,5
29,12
