Den,Počet
1,51
2,10
3,25
4,35
5,26
6,43
7,23
8,43
9,21
10,18
11,36
12,28
13,43
14,34
15,42
16,14
17,18
18,44
19,30
20,46
21,28
22,37
23,15
24,17
25,42
26,30
27,31
28,32
29,32
30,6
