Den,Počet
1,143
2,139
3,104
4,156
5,76
6,82
7,198
8,161
9,132
10,67
11,109
12,39
13,0
14,380
15,164
16,221
17,142
18,84
19,46
20,93
21,184
22,120
23,193
24,65
25,68
26,84
27,88
28,119
29,139
30,84
