Den,Počet
1,2
2,7
3,5
4,13
5,8
6,8
7,1
8,8
9,11
10,4
11,12
12,5
13,8
14,4
15,8
16,20
17,8
18,7
19,5
20,9
21,4
22,4
23,11
24,8
25,10
26,5
27,11
28,6
29,7
30,10
31,11
