Den,Počet
1,19
2,9
3,3
4,13
5,11
6,6
7,5
8,10
9,12
10,10
11,10
12,15
13,3
14,5
15,10
16,6
17,12
18,9
19,13
20,5
21,13
22,13
23,6
24,8
25,12
26,11
27,6
28,5
29,18
30,6
31,13
