Den,Počet
1,6
2,8
3,6
4,17
5,13
6,14
7,6
8,13
9,5
10,13
11,16
12,9
13,18
14,8
15,21
16,6
17,4
18,9
19,5
20,14
21,12
22,6
23,6
24,6
25,14
26,12
27,15
28,6
29,12
30,6
31,6
