Den,Počet
1,13
2,19
3,20
4,47
5,31
6,40
7,23
8,38
9,11
10,27
11,52
12,25
13,45
14,24
15,49
16,15
17,21
18,41
19,20
20,52
21,25
22,36
23,10
24,18
25,44
26,21
27,45
28,21
29,36
30,10
31,17
