Den,Počet
1,48
2,30
3,35
4,27
5,39
6,12
7,15
8,31
9,37
10,49
11,23
12,38
13,10
14,17
15,27
16,22
17,46
18,27
19,40
20,14
21,26
22,51
23,30
24,34
25,26
26,35
27,15
28,17
29,60
30,29
31,41
