Den,Počet
1,139
2,224
3,121
4,206
5,112
6,253
7,284
8,244
9,89
10,78
11,201
12,133
13,114
14,244
15,60
16,187
17,102
18,158
19,24
20,217
21,255
22,74
23,240
24,194
25,80
26,31
27,14
28,83
29,213
30,138
31,65
