Den,Počet
1,16
2,35
3,20
4,54
5,31
6,26
7,6
8,14
9,39
10,19
11,49
12,21
13,33
14,16
15,22
16,56
17,34
18,33
19,26
20,50
21,10
22,11
23,46
24,34
25,43
26,22
27,43
28,9
29,11
30,48
31,27
