Den,Počet
1,142
2,153
3,63
4,63
5,131
6,149
7,47
8,82
9,82
10,90
11,86
12,113
13,179
14,101
15,160
16,80
17,110
18,4
19,80
20,163
21,95
22,127
23,94
24,117
25,17
26,67
27,119
28,95
29,81
30,108
