Den,Počet
1,128
2,16
3,76
4,124
5,114
6,150
7,121
8,133
9,60
10,38
11,126
12,113
13,157
14,118
15,94
16,42
17,86
18,114
19,50
20,80
21,50
22,167
23,150
24,76
25,131
26,83
27,101
28,73
29,71
30,7
