Den,Počet
1,27
2,40
3,15
4,29
5,53
6,45
7,41
8,35
9,49
10,21
11,33
12,57
13,34
14,36
15,44
16,71
17,24
18,38
19,69
20,48
21,57
22,38
23,71
24,28
25,35
26,46
27,46
28,19
29,43
30,31
