Den,Počet
1,5
2,12
3,6
4,5
5,15
6,6
7,8
8,8
9,15
10,7
11,14
12,13
13,8
14,9
15,15
16,14
17,8
18,10
19,15
20,7
21,18
22,13
23,12
24,6
25,6
26,8
27,4
28,4
29,10
30,11
