Den,Počet
1,43
2,28
3,45
4,34
5,24
6,8
7,12
8,61
9,28
10,38
11,20
12,36
13,12
14,12
15,41
16,18
17,49
18,30
19,63
20,19
21,19
22,50
23,31
24,44
25,32
26,61
27,22
28,22
29,49
