Den,Počet
1,78
2,37
3,150
4,82
5,20
6,157
7,42
8,85
9,27
10,17
11,492
12,133
13,184
14,157
15,158
16,58
17,108
18,139
19,122
20,112
21,65
22,127
23,29
24,31
25,179
26,145
27,181
28,88
29,339
30,15
31,162
