Den,Počet
1,96
2,61
3,179
4,120
5,112
6,253
7,77
8,207
9,102
10,239
11,307
12,113
13,142
14,100
15,245
16,49
17,70
18,180
19,105
20,213
21,124
22,90
23,58
24,130
25,144
26,59
27,232
28,328
29,227
30,37
31,43
