Den,Počet
1,81
2,62
3,80
4,31
5,62
6,81
7,66
8,76
9,74
10,65
11,50
12,59
13,95
14,53
15,89
16,53
17,71
18,43
19,51
20,84
21,79
22,82
23,74
24,74
25,42
26,39
27,71
28,50
29,74
30,71
31,56
