Den,Počet
1,70
2,183
3,484
4,228
5,187
6,98
7,105
8,58
9,133
10,71
11,141
12,36
13,220
14,25
15,33
16,142
17,63
18,54
19,76
20,147
21,89
22,62
23,121
24,216
25,136
26,54
27,164
28,79
29,40
30,182
31,105
