Den,Počet
1,200
2,79
3,144
4,20
5,53
6,238
7,84
8,175
9,106
10,111
11,156
12,35
13,144
14,73
15,300
16,26
17,43
18,57
19,75
20,240
21,159
22,158
23,111
24,113
25,46
26,52
27,210
28,97
29,198
30,150
