Den,Počet
1,37
2,42
3,29
4,40
5,25
6,24
7,53
8,44
9,43
10,33
11,67
12,27
13,31
14,55
15,35
16,59
17,40
18,38
19,24
20,32
21,61
22,38
23,57
24,33
25,36
26,14
27,18
28,52
29,43
30,50
31,46
