Den,Počet
1,68
2,161
3,259
4,195
5,111
6,79
7,33
8,105
9,176
10,157
11,187
12,58
13,76
14,60
15,82
16,260
17,89
18,195
19,134
20,114
21,77
22,29
23,124
24,82
25,82
26,82
27,127
28,89
29,154
30,122
31,226
