Den,Počet
1,106
2,247
3,169
4,60
5,75
6,169
7,56
8,151
9,40
10,142
11,129
12,51
13,148
14,62
15,212
16,68
17,83
18,63
19,91
20,87
21,58
22,163
23,59
24,157
25,66
26,86
27,163
28,173
