Den,Počet
1,40
2,45
3,19
4,36
5,60
6,40
7,58
8,33
9,47
10,20
11,19
12,48
13,35
14,61
15,31
16,42
17,21
18,27
19,47
20,49
21,50
22,46
23,49
24,16
25,24
26,47
27,45
28,49
29,48
30,37
