Den,Počet
1,160
2,62
3,78
4,95
5,53
6,113
7,65
8,74
9,23
10,50
11,92
12,70
13,181
14,157
15,455
16,162
17,25
18,134
19,155
20,358
21,195
22,211
23,191
24,67
25,195
26,266
27,348
28,204
29,156
30,9
