Den,Počet
1,62
2,62
3,61
4,29
5,28
6,56
7,50
8,48
9,35
10,70
11,44
12,45
13,65
14,45
15,77
16,45
17,69
18,36
19,53
20,85
21,55
22,64
23,63
24,62
25,51
26,50
27,73
28,52
