Den,Počet
1,16
2,3
3,9
4,16
5,5
6,13
7,10
8,7
9,6
10,9
11,11
12,12
13,13
14,12
15,16
16,5
17,5
18,13
19,5
20,17
21,7
22,10
23,7
24,8
25,17
26,6
27,11
28,8
29,10
30,0
