Den,Počet
1,8
2,14
3,17
4,8
5,18
6,3
7,9
8,7
9,4
10,18
11,7
12,12
13,4
14,5
15,9
16,7
17,11
18,11
19,9
20,6
21,13
22,14
23,6
24,21
25,6
26,16
27,7
28,4
29,23
30,7
31,19
