Den,Počet
1,41
2,51
3,66
4,51
5,68
6,31
7,31
8,40
9,50
10,76
11,44
12,52
13,27
14,26
15,64
16,43
17,60
18,45
19,35
20,18
21,41
22,60
23,47
24,68
25,50
26,52
27,25
28,22
29,76
30,45
31,61
