Den,Počet
1,12
2,7
3,11
4,17
5,12
6,19
7,9
8,7
9,3
10,14
11,11
12,9
13,11
14,4
15,15
16,2
17,5
18,9
19,11
20,9
21,6
22,8
23,3
24,2
25,2
26,2
27,11
28,9
29,4
30,2
31,5
