Den,Počet
1,5
2,14
3,12
4,11
5,12
6,16
7,5
8,8
9,20
10,4
11,21
12,10
13,11
14,5
15,8
16,25
17,9
18,22
19,9
20,10
21,6
22,6
23,8
24,11
25,11
26,6
27,15
28,8
29,8
30,10
31,14
