Den,Počet
1,48
2,20
3,27
4,45
5,41
6,53
7,37
8,44
9,25
10,33
11,59
12,42
13,140
14,201
15,350
16,227
17,34
18,76
19,235
20,454
21,279
22,260
23,343
24,42
25,132
26,271
27,333
28,349
29,47
30,14
