Den,Počet
1,38
2,18
3,24
4,39
5,24
6,43
7,22
8,18
9,13
10,24
11,24
12,27
13,31
14,17
15,30
16,10
17,12
18,25
19,21
20,25
21,12
22,18
23,11
24,4
25,7
26,6
27,16
28,17
29,18
30,7
31,10
