Den,Počet
1,30
2,151
3,81
4,194
5,31
6,52
7,76
8,49
9,29
10,92
11,102
12,53
13,24
14,58
15,92
16,94
17,149
18,138
19,322
20,124
21,459
22,152
23,128
24,111
25,56
26,101
27,50
28,95
29,29
30,8
