Den,Počet
1,100
2,84
3,96
4,91
5,100
6,73
7,75
8,86
9,92
10,79
11,59
12,121
13,26
14,77
15,151
16,119
17,59
18,24
19,71
20,30
21,53
22,49
23,57
24,125
25,85
26,108
27,16
28,60
29,135
30,96
