Den,Počet
1,27
2,17
3,27
4,49
5,35
6,49
7,39
8,35
9,16
10,21
11,47
12,35
13,40
14,30
15,35
16,18
17,21
18,68
19,26
20,38
21,26
22,28
23,11
24,27
25,45
26,34
27,43
28,18
29,27
30,15
