Den,Počet
1,14
2,9
3,16
4,27
5,10
6,12
7,15
8,16
9,6
10,8
11,27
12,14
13,13
14,16
15,18
16,5
17,7
18,15
19,7
20,13
21,11
22,9
23,2
24,5
25,22
26,10
27,26
28,9
29,15
30,5
