Den,Počet
1,9
2,12
3,22
4,10
5,10
6,12
7,6
8,10
9,13
10,18
11,10
12,8
13,20
14,17
15,16
16,10
17,7
18,3
19,6
20,19
21,15
22,9
23,6
24,16
25,4
26,9
27,24
28,20
29,14
30,10
31,8
