Den,Počet
1,15
2,21
3,10
4,14
5,10
6,13
7,23
8,14
9,21
10,8
11,10
12,5
13,12
14,19
15,18
16,12
17,16
18,13
19,15
20,14
21,14
22,8
23,12
24,9
25,15
26,7
27,15
28,20
29,10
30,15
31,6
