Den,Počet
1,29
2,32
3,161
4,42
5,165
6,119
7,32
8,29
9,75
10,30
11,19
12,49
13,110
14,202
15,143
16,96
17,72
18,61
19,33
20,212
21,41
22,69
23,9
24,55
25,50
26,49
27,53
28,154
29,80
30,20
31,62
