Den,Počet
1,44
2,37
3,44
4,46
5,36
6,15
7,26
8,50
9,34
10,44
11,23
12,39
13,15
14,23
15,53
16,29
17,30
18,22
19,18
20,11
21,19
22,21
23,37
24,44
25,20
26,43
27,7
28,26
29,55
30,31
