Den,Počet
1,23
2,45
3,41
4,25
5,42
6,56
7,30
8,27
9,54
10,36
11,44
12,23
13,51
14,17
15,23
16,43
17,45
18,40
19,38
20,39
21,19
22,24
23,59
24,27
25,45
26,32
27,25
28,21
29,24
30,31
