Den,Počet
1,92
2,82
3,94
4,71
5,132
6,176
7,74
8,246
9,116
10,168
11,112
12,245
13,113
14,111
15,199
16,20
17,107
18,236
19,146
20,44
21,63
22,148
23,50
24,106
25,103
26,162
27,42
28,42
29,236
30,108
31,124
