Den,Počet
1,21
2,31
3,43
4,15
5,34
6,52
7,16
8,16
9,22
10,25
11,19
12,27
13,46
14,40
15,44
16,26
17,23
18,10
19,17
20,51
21,26
22,31
23,19
24,24
25,11
26,21
27,40
28,37
29,41
30,20
31,31
