Den,Počet
1,63
2,115
3,158
4,127
5,86
6,73
7,119
8,145
9,189
10,38
11,232
12,29
13,43
14,99
15,128
16,86
17,50
18,92
19,77
20,66
21,74
22,97
23,162
24,62
25,170
26,74
27,105
28,101
29,106
30,84
31,60
