Den,Počet
1,15
2,23
3,35
4,35
5,34
6,28
7,37
8,10
9,17
10,44
11,35
12,30
13,18
14,32
15,16
16,28
17,35
18,33
19,39
20,32
21,45
22,15
23,20
24,41
25,20
26,31
27,29
28,27
29,13
30,9
